id,name,age,salary,city,department,experience_years,rating,joining_year,is_manager
56.0,Suresh Patel,23.0,92267.0,Bangalore,IT,17.0,2.19,,True
57.0,Meera Sharma,59.0,68136.0,Bangalore,Finance,18.0,4.76,2023.0,False
58.0,Vikram Sharma,21.0,43625.0,Hyderabad,IT,3.0,2.04,2009.0,True
59.0,Suresh Reddy,46.0,102873.0,Mumbai,Marketing,6.0,2.72,2011.0,False
60.0,Priya Das,35.0,92592.0,Delhi,,,4.49,2012.0,
61.0,Rahul Verma,43.0,,Delhi,Finance,17.0,,2009.0,False
62.0,Anjali Das,51.0,64261.0,Delhi,IT,18.0,1.74,2021.0,True
63.0,Kavya Patel,27.0,21542.0,Bangalore,Marketing,3.0,,2009.0,True
64.0,Manoj Patel,53.0,41677.0,Bangalore,,9.0,2.83,2008.0,False
65.0,Arun Sharma,31.0,66732.0,Mumbai,HR,0.0,2.93,,False
66.0,Aishwarya Nair,48.0,70343.0,Delhi,HR,17.0,1.53,2006.0,
67.0,,,59081.0,Delhi,HR,4.0,1.32,2015.0,False
68.0,Pranav Verma,25.0,82856.0,Hyderabad,IT,14.0,3.91,2017.0,
69.0,Ajay Singh,31.0,113105.0,Bangalore,Finance,16.0,2.99,2019.0,
,,40.0,108858.0,Delhi,Marketing,2.0,2.75,2016.0,False
71.0,Pooja Reddy,57.0,39065.0,Mumbai,Sales,11.0,,2015.0,True
72.0,Pooja Sharma,38.0,103460.0,Mumbai,Sales,1.0,4.06,2011.0,False
73.0,Pranav Patel,33.0,108092.0,Delhi,IT,0.0,1.64,2009.0,False
74.0,Ishita Iyer,35.0,74693.0,Bangalore,HR,16.0,3.44,2021.0,True
75.0,Suresh Gupta,41.0,46962.0,Mumbai,,15.0,1.54,,False
76.0,Ajay Patel,43.0,48295.0,,Finance,4.0,4.01,2013.0,True
77.0,Pooja Kumar,42.0,33807.0,Mumbai,Finance,14.0,3.63,2018.0,True
,Ishita Gupta,58.0,62348.0,Chennai,Marketing,2.0,4.83,2016.0,True
79.0,,46.0,46432.0,Chennai,Marketing,6.0,1.28,2010.0,True
80.0,Karthik Gupta,,103285.0,Bangalore,,10.0,1.23,2021.0,True
81.0,Pranav Iyer,,111792.0,Delhi,Finance,9.0,2.13,,False
82.0,Vikram Iyer,42.0,77854.0,Bangalore,Finance,8.0,2.05,2023.0,
83.0,Neha Sharma,24.0,60262.0,Bangalore,IT,13.0,1.99,2020.0,True
84.0,Rahul Singh,26.0,57080.0,Bangalore,Finance,12.0,4.63,2016.0,False
85.0,Rahul Patel,41.0,21324.0,Bangalore,Sales,1.0,2.0,2016.0,False
86.0,Suresh Reddy,,111267.0,Hyderabad,HR,2.0,2.09,,False
87.0,,25.0,55909.0,Hyderabad,Finance,6.0,4.04,2010.0,True
88.0,Ajay Nair,41.0,109339.0,Mumbai,HR,17.0,,2008.0,
,Pooja Das,28.0,39870.0,Chennai,IT,2.0,4.11,2010.0,True
,Priya Iyer,34.0,54578.0,Bangalore,HR,9.0,1.26,2015.0,False
91.0,Aishwarya Iyer,25.0,92124.0,Mumbai,IT,6.0,2.95,2005.0,True
92.0,Pranav Verma,,46790.0,Chennai,Sales,8.0,1.13,2019.0,False
93.0,Divya Singh,52.0,45289.0,Delhi,IT,16.0,1.25,2015.0,True
94.0,Pooja Singh,50.0,75129.0,Hyderabad,IT,,4.63,2023.0,
,Karthik Iyer,22.0,113714.0,Chennai,Marketing,6.0,1.56,2022.0,True
96.0,Nikhil Sharma,59.0,114246.0,Delhi,Finance,13.0,,2021.0,True
97.0,Sneha Kumar,,35485.0,Chennai,Finance,18.0,2.64,2023.0,True
98.0,Neha Patel,58.0,64482.0,Hyderabad,Sales,3.0,2.39,2018.0,False
99.0,Nikhil Das,45.0,106188.0,Hyderabad,,5.0,4.6,2022.0,False
100.0,Nikhil Kumar,24.0,,Mumbai,Finance,9.0,1.09,2023.0,True
101.0,Rahul Kumar,26.0,106769.0,Bangalore,Marketing,6.0,3.66,2019.0,True
102.0,,25.0,29435.0,,Finance,12.0,4.85,2019.0,True
103.0,Vikram Gupta,29.0,,Chennai,Marketing,13.0,3.24,2008.0,False
104.0,Rahul Patel,,50355.0,Delhi,,3.0,,2011.0,True
105.0,Nikhil Nair,50.0,,Hyderabad,HR,7.0,1.21,2017.0,True
106.0,Meera Iyer,40.0,77799.0,Chennai,Sales,4.0,2.68,2007.0,True
107.0,Aishwarya Reddy,41.0,,Hyderabad,Sales,0.0,2.04,2020.0,True
108.0,Neha Das,54.0,45470.0,Chennai,IT,3.0,3.92,,False
109.0,Meera Iyer,,62344.0,Mumbai,IT,2.0,4.93,2012.0,False
110.0,Meera Verma,,62918.0,Bangalore,IT,8.0,2.03,2024.0,True
111.0,Ravi Sharma,39.0,72224.0,Chennai,IT,,3.62,,True
112.0,Karthik Verma,44.0,59298.0,Hyderabad,Marketing,0.0,1.79,2021.0,False
113.0,Divya Verma,52.0,100219.0,Mumbai,,5.0,3.26,2021.0,False
114.0,Priya Singh,,81629.0,Chennai,HR,8.0,2.86,2021.0,True
115.0,Vikram Sharma,,86040.0,Delhi,Sales,6.0,4.89,2005.0,False
116.0,Vikram Verma,54.0,119518.0,Bangalore,Marketing,3.0,3.43,2012.0,False
117.0,Sneha Sharma,,119835.0,Chennai,HR,12.0,2.4,2023.0,True
118.0,Nikhil Iyer,20.0,48016.0,,Marketing,16.0,,2010.0,False
119.0,Ravi Patel,18.0,43960.0,Delhi,Marketing,1.0,,,False
120.0,Kavya Reddy,22.0,,Mumbai,Sales,4.0,1.9,2009.0,True
121.0,Priya Reddy,43.0,102848.0,Mumbai,Finance,11.0,2.0,2017.0,True
122.0,Manoj Singh,31.0,87641.0,Delhi,IT,7.0,4.4,2019.0,False
123.0,,56.0,56395.0,Mumbai,Finance,5.0,3.24,2018.0,True
124.0,,44.0,42700.0,Delhi,Sales,7.0,,2020.0,False
125.0,Karthik Kumar,26.0,54620.0,,Sales,,1.46,2022.0,True
126.0,Aishwarya Kumar,32.0,,Delhi,Sales,,4.44,2015.0,False
127.0,Rahul Iyer,32.0,113045.0,Delhi,HR,11.0,3.89,2007.0,True
128.0,Ajay Verma,43.0,113396.0,Bangalore,Finance,2.0,1.27,2014.0,False
129.0,Meera Singh,59.0,81642.0,Delhi,Finance,5.0,3.83,2014.0,False
130.0,Ravi Verma,30.0,96539.0,Delhi,Marketing,1.0,3.17,2020.0,False
131.0,Vikram Reddy,,41732.0,Chennai,Marketing,11.0,1.33,2016.0,True
132.0,Anjali Kumar,56.0,111362.0,Bangalore,Marketing,1.0,2.83,,True
133.0,Anjali Nair,49.0,50354.0,Hyderabad,Sales,5.0,2.94,2013.0,False
134.0,Kavya Nair,21.0,33843.0,Chennai,Finance,16.0,1.66,2007.0,
135.0,Priya Patel,47.0,91726.0,Chennai,Sales,2.0,4.78,2019.0,True
136.0,Meera Reddy,54.0,37640.0,Hyderabad,,,,2007.0,True
137.0,Ravi Nair,,72528.0,Delhi,Marketing,,3.68,2023.0,True
138.0,Ravi Kumar,56.0,58413.0,Mumbai,,7.0,2.85,2022.0,True
139.0,Neha Patel,32.0,,,Sales,,,2012.0,True
140.0,Vikram Gupta,46.0,72736.0,Mumbai,HR,,3.6,2021.0,True
141.0,Vikram Kumar,53.0,88866.0,Hyderabad,IT,4.0,3.18,2012.0,False
142.0,Neha Singh,30.0,39087.0,Chennai,Finance,12.0,1.25,2011.0,True
143.0,Pooja Patel,49.0,61430.0,Chennai,IT,14.0,3.05,2011.0,False
144.0,Ajay Kumar,24.0,44504.0,Bangalore,Marketing,15.0,4.23,2007.0,
145.0,Pooja Sharma,39.0,27114.0,Chennai,Sales,9.0,2.84,2005.0,True
146.0,Ajay Sharma,45.0,98859.0,Chennai,HR,15.0,1.21,2008.0,False
147.0,,,119657.0,,HR,11.0,4.15,2009.0,False
148.0,Nikhil Verma,59.0,30975.0,Bangalore,Finance,16.0,1.81,2005.0,True
,Karthik Das,23.0,31023.0,Hyderabad,IT,15.0,2.03,2019.0,False
150.0,Nikhil Das,45.0,41447.0,,Finance,11.0,1.66,2009.0,False
151.0,Ishita Kumar,45.0,110469.0,Chennai,Sales,7.0,,2017.0,False
152.0,Ishita Sharma,37.0,43959.0,Hyderabad,Finance,19.0,,2012.0,False
153.0,Priya Das,,86203.0,Delhi,HR,2.0,3.08,2012.0,True
154.0,Neha Patel,,49703.0,Delhi,HR,15.0,1.82,2009.0,False
155.0,Sneha Nair,45.0,29337.0,Delhi,Marketing,12.0,4.51,,True
156.0,Ravi Gupta,42.0,66427.0,,Marketing,18.0,4.52,2005.0,True
157.0,Nikhil Nair,56.0,81529.0,Chennai,Sales,,4.48,,
158.0,Anjali Reddy,50.0,104665.0,Hyderabad,IT,4.0,,2007.0,True
159.0,,18.0,51921.0,Hyderabad,Finance,19.0,2.8,2006.0,False
160.0,Sneha Sharma,44.0,,Delhi,Sales,7.0,4.94,2012.0,False
161.0,Arun Singh,30.0,47355.0,Mumbai,Marketing,11.0,4.09,2013.0,True
162.0,,58.0,24835.0,Chennai,Finance,0.0,1.11,2006.0,True
,Karthik Sharma,20.0,40159.0,Delhi,,,1.26,2018.0,True
164.0,Aishwarya Iyer,56.0,67605.0,Mumbai,Finance,,2.86,,True
165.0,,23.0,58088.0,Mumbai,IT,17.0,4.64,2008.0,False
166.0,Suresh Gupta,25.0,98752.0,Bangalore,Sales,7.0,3.15,2010.0,True
167.0,Rahul Iyer,,75284.0,Chennai,Finance,6.0,2.99,2015.0,False
168.0,Divya Nair,26.0,,Mumbai,HR,0.0,1.42,2007.0,True
169.0,Ajay Singh,54.0,55547.0,Delhi,HR,15.0,3.63,2012.0,True
170.0,Aishwarya Nair,,117007.0,Bangalore,Finance,11.0,4.29,2007.0,True
171.0,Ishita Patel,59.0,102844.0,Chennai,Finance,5.0,2.52,2018.0,True
172.0,Arun Patel,,47532.0,Hyderabad,Finance,19.0,4.1,2017.0,False
,Pranav Sharma,32.0,54349.0,Delhi,HR,,4.86,2017.0,False
174.0,Suresh Nair,49.0,65445.0,Mumbai,HR,13.0,1.82,2006.0,False
175.0,Karthik Sharma,49.0,,Mumbai,Finance,3.0,3.09,2017.0,True
176.0,Aishwarya Reddy,41.0,76178.0,Delhi,Marketing,,2.15,2023.0,True
177.0,Manoj Nair,58.0,69407.0,Mumbai,Marketing,17.0,4.17,2010.0,False
178.0,Ishita Iyer,29.0,90340.0,Bangalore,IT,12.0,3.31,2020.0,False
179.0,Sneha Iyer,56.0,,Chennai,Sales,1.0,3.54,2006.0,True
180.0,Manoj Patel,19.0,95672.0,Bangalore,Marketing,8.0,4.19,2012.0,True
181.0,Meera Nair,20.0,85545.0,Mumbai,HR,1.0,2.58,2021.0,False
182.0,Vikram Sharma,54.0,,Hyderabad,Marketing,8.0,4.66,2006.0,
,Priya Nair,34.0,78141.0,Chennai,IT,0.0,3.13,2014.0,True
184.0,Vikram Kumar,19.0,43793.0,Chennai,IT,10.0,1.63,2020.0,False
185.0,Sneha Reddy,19.0,76570.0,Delhi,Sales,2.0,3.78,2010.0,
186.0,Manoj Reddy,45.0,115084.0,Delhi,Marketing,19.0,4.17,2006.0,False
187.0,Kavya Patel,40.0,57892.0,Hyderabad,HR,3.0,2.27,2006.0,True
188.0,Priya Patel,54.0,21015.0,,HR,17.0,4.43,2017.0,False
189.0,Arun Sharma,49.0,81813.0,Hyderabad,Finance,5.0,4.62,2019.0,True
190.0,Rahul Reddy,50.0,47712.0,Delhi,,2.0,2.11,2006.0,False
,Aishwarya Kumar,18.0,,Delhi,Sales,10.0,4.93,2011.0,False
192.0,Divya Das,36.0,,Chennai,Sales,14.0,1.56,2007.0,False
193.0,Aishwarya Reddy,19.0,43833.0,Bangalore,HR,4.0,1.81,,
194.0,Priya Reddy,43.0,24158.0,,HR,19.0,1.74,2018.0,True
195.0,Vikram Nair,49.0,82680.0,Delhi,Finance,9.0,,2011.0,True
196.0,Divya Kumar,,40309.0,Delhi,HR,11.0,3.62,,False
,Divya Iyer,49.0,26970.0,Bangalore,,14.0,,2005.0,True
198.0,Nikhil Sharma,21.0,92474.0,,Finance,16.0,2.76,2021.0,True
199.0,Divya Patel,,106704.0,Hyderabad,HR,9.0,3.46,,True
200.0,Priya Das,34.0,66540.0,Hyderabad,IT,5.0,1.33,2017.0,True
201.0,Suresh Iyer,55.0,40384.0,Mumbai,IT,,4.53,,True
202.0,,41.0,,,Finance,12.0,4.21,,False
203.0,Priya Kumar,22.0,95880.0,,HR,2.0,3.02,2021.0,False
204.0,Ajay Gupta,51.0,28702.0,Hyderabad,IT,9.0,4.87,2014.0,False
205.0,Priya Iyer,23.0,20384.0,,HR,13.0,2.67,2014.0,False
206.0,Manoj Reddy,39.0,20404.0,Hyderabad,HR,5.0,,2008.0,True
207.0,Karthik Verma,,60943.0,Delhi,HR,2.0,,2012.0,True
208.0,Vikram Singh,33.0,67926.0,Bangalore,Marketing,15.0,3.54,2024.0,
209.0,Nikhil Iyer,50.0,49189.0,Hyderabad,HR,,1.66,2024.0,True
210.0,Kavya Gupta,26.0,32763.0,Bangalore,Marketing,19.0,4.53,2022.0,True
211.0,Pranav Iyer,,38384.0,Mumbai,Finance,13.0,,2018.0,
212.0,Nikhil Kumar,33.0,80100.0,,IT,8.0,1.65,2022.0,True
213.0,Ravi Verma,46.0,118142.0,Chennai,,14.0,1.05,2018.0,False
214.0,Sneha Nair,20.0,29860.0,Hyderabad,IT,2.0,3.24,2024.0,False
215.0,Rahul Nair,37.0,100642.0,Bangalore,IT,1.0,3.11,2019.0,
216.0,Divya Patel,53.0,70612.0,Delhi,IT,1.0,3.88,2008.0,True
217.0,Anjali Patel,36.0,43574.0,Mumbai,IT,,4.56,2017.0,False
218.0,Sneha Kumar,43.0,43524.0,Mumbai,IT,17.0,1.32,2012.0,False
219.0,Karthik Nair,20.0,89172.0,Delhi,Finance,13.0,3.93,,True
,Ajay Das,36.0,30916.0,Bangalore,,19.0,1.75,2016.0,False
221.0,Manoj Kumar,37.0,24809.0,Bangalore,Sales,17.0,4.43,2018.0,False
,Karthik Das,49.0,,Hyderabad,Marketing,9.0,4.28,2006.0,False
223.0,Priya Gupta,24.0,,Hyderabad,Sales,1.0,3.16,2022.0,True
224.0,,58.0,33456.0,Chennai,Sales,0.0,3.84,2006.0,False
225.0,,50.0,76397.0,Mumbai,HR,3.0,2.26,2015.0,True
226.0,Karthik Verma,57.0,58765.0,Hyderabad,HR,13.0,2.88,2013.0,False
227.0,Neha Iyer,56.0,54816.0,Bangalore,HR,0.0,4.29,2016.0,
228.0,Manoj Kumar,35.0,65106.0,Delhi,IT,13.0,2.84,,False
229.0,Priya Kumar,57.0,73932.0,Bangalore,Finance,15.0,,2019.0,True
230.0,Pooja Patel,18.0,37100.0,Mumbai,,13.0,2.98,2021.0,True
231.0,Ravi Gupta,28.0,77091.0,Bangalore,Finance,19.0,4.31,2022.0,True
232.0,Priya Sharma,45.0,41949.0,Chennai,Finance,2.0,2.34,2010.0,False
233.0,,42.0,90080.0,Mumbai,Sales,2.0,1.7,2021.0,False
234.0,Sneha Sharma,40.0,,Delhi,Sales,8.0,3.85,,False
235.0,Pranav Patel,48.0,65543.0,Chennai,Finance,,4.3,2012.0,True
,Pranav Verma,,112193.0,Mumbai,Finance,,1.4,2013.0,False
237.0,,59.0,,Delhi,,1.0,1.96,2010.0,True
238.0,Pranav Patel,52.0,27239.0,Chennai,IT,,1.57,2009.0,False
239.0,Suresh Iyer,24.0,34489.0,,Sales,1.0,2.39,,True
240.0,Priya Verma,33.0,78017.0,Mumbai,HR,3.0,,2015.0,True
241.0,Ajay Das,43.0,81877.0,Hyderabad,Finance,14.0,4.0,2005.0,True
242.0,Neha Nair,19.0,,Chennai,IT,3.0,3.6,2015.0,False
243.0,Anjali Patel,18.0,69922.0,,Sales,12.0,3.48,2023.0,False
244.0,Arun Nair,29.0,114074.0,Delhi,IT,11.0,,2013.0,
245.0,Pranav Iyer,22.0,52049.0,Bangalore,,12.0,4.37,2006.0,True
246.0,Priya Das,54.0,57131.0,Mumbai,Finance,13.0,,2016.0,True
247.0,Ishita Gupta,49.0,62944.0,Mumbai,Marketing,19.0,4.92,2008.0,False
248.0,Kavya Singh,26.0,93963.0,Hyderabad,HR,17.0,3.54,2008.0,False
249.0,Kavya Iyer,58.0,44285.0,Hyderabad,Marketing,5.0,1.51,2022.0,False
250.0,Pooja Singh,52.0,57626.0,Mumbai,,10.0,3.7,2019.0,True
251.0,Ajay Sharma,36.0,62808.0,Hyderabad,,1.0,2.3,2023.0,True
252.0,Pranav Patel,33.0,108464.0,,Sales,18.0,3.75,2017.0,True
253.0,Ishita Gupta,20.0,73871.0,Mumbai,Finance,18.0,1.28,2023.0,True
254.0,,37.0,39198.0,Hyderabad,Marketing,4.0,1.7,2021.0,True
255.0,,41.0,39758.0,Mumbai,Marketing,18.0,4.42,2010.0,False
256.0,Ravi Reddy,50.0,35254.0,Bangalore,Marketing,1.0,1.91,2020.0,True
,Arun Kumar,41.0,64238.0,Chennai,Sales,9.0,4.35,2016.0,True
258.0,,28.0,,Mumbai,Finance,1.0,2.12,2023.0,True
,Ishita Sharma,25.0,59764.0,Chennai,IT,10.0,3.57,2009.0,True
260.0,Kavya Verma,53.0,97709.0,Hyderabad,,17.0,3.78,2021.0,
261.0,Neha Iyer,55.0,57441.0,Chennai,Sales,14.0,3.05,2005.0,False
262.0,Anjali Singh,57.0,112234.0,,Marketing,8.0,2.22,2014.0,True
263.0,Anjali Iyer,37.0,73682.0,Bangalore,HR,18.0,1.85,,True
264.0,Suresh Kumar,52.0,79494.0,,Sales,8.0,1.13,2015.0,True
265.0,Karthik Verma,42.0,101317.0,Mumbai,Sales,2.0,2.22,,False
266.0,Nikhil Reddy,52.0,,Hyderabad,Finance,8.0,3.61,2009.0,False
267.0,Pooja Singh,42.0,98587.0,Delhi,IT,13.0,4.75,2005.0,False
268.0,Vikram Patel,46.0,26949.0,Chennai,Sales,18.0,4.48,2016.0,True
,Nikhil Sharma,35.0,75393.0,Delhi,Sales,,4.06,2015.0,False
270.0,Kavya Reddy,35.0,93553.0,Mumbai,Marketing,,4.15,2021.0,True
271.0,Kavya Patel,19.0,,,Marketing,15.0,3.66,2008.0,True
272.0,Aishwarya Das,52.0,45934.0,Hyderabad,,0.0,2.04,2019.0,False
273.0,Sneha Singh,33.0,43386.0,Chennai,Finance,3.0,4.63,2013.0,True
274.0,Ishita Patel,58.0,,Hyderabad,HR,3.0,3.68,2024.0,True
275.0,Priya Patel,,95745.0,Mumbai,Marketing,6.0,3.24,2023.0,True
276.0,Kavya Reddy,50.0,103251.0,Hyderabad,IT,7.0,1.44,2023.0,False
277.0,Meera Singh,21.0,114456.0,Chennai,Marketing,16.0,2.79,2016.0,True
278.0,Manoj Iyer,50.0,73413.0,Mumbai,Finance,4.0,2.84,2009.0,True
279.0,Manoj Patel,31.0,76800.0,Hyderabad,Marketing,6.0,,2014.0,
280.0,,38.0,117239.0,Bangalore,Finance,19.0,3.19,,True
281.0,Manoj Singh,37.0,62318.0,Mumbai,Finance,19.0,2.52,2009.0,True
,Rahul Nair,,90173.0,Mumbai,Finance,3.0,4.91,2020.0,False
283.0,Nikhil Nair,24.0,90390.0,Bangalore,Finance,5.0,1.44,2011.0,True
284.0,Sneha Gupta,20.0,,Delhi,Finance,6.0,2.69,2013.0,True
285.0,,34.0,63088.0,Chennai,,17.0,1.17,2007.0,True
286.0,Suresh Reddy,50.0,59811.0,Delhi,HR,4.0,3.96,2019.0,True
,Nikhil Verma,29.0,75479.0,Hyderabad,Sales,19.0,4.67,2020.0,True
288.0,Suresh Iyer,39.0,105392.0,Bangalore,HR,2.0,,2022.0,False
289.0,Rahul Verma,39.0,107369.0,Delhi,,6.0,4.43,2018.0,False
290.0,Priya Gupta,47.0,39963.0,,IT,13.0,2.17,2007.0,False
291.0,Aishwarya Singh,55.0,75123.0,Hyderabad,Marketing,6.0,4.64,2016.0,False
,Priya Kumar,55.0,112705.0,,IT,4.0,,,True
293.0,Ravi Verma,25.0,93477.0,Delhi,Finance,4.0,4.22,2011.0,True
294.0,,44.0,34388.0,Delhi,IT,1.0,,2013.0,True
295.0,Arun Das,,25569.0,Bangalore,,,,2017.0,True
296.0,Anjali Singh,51.0,,Chennai,Finance,14.0,3.91,2022.0,True
297.0,Arun Gupta,38.0,56586.0,Delhi,IT,9.0,2.22,2009.0,False
298.0,Pranav Verma,47.0,32015.0,Delhi,Sales,,4.32,2017.0,False
299.0,Priya Patel,50.0,65002.0,Mumbai,Sales,4.0,2.13,2008.0,True
300.0,Aishwarya Das,45.0,,,IT,0.0,4.49,2006.0,True
301.0,Nikhil Singh,50.0,37144.0,Chennai,Marketing,12.0,1.45,2020.0,
302.0,Nikhil Nair,22.0,44214.0,,Finance,17.0,3.81,2013.0,False
303.0,Priya Singh,36.0,100719.0,Bangalore,Sales,12.0,,2013.0,
304.0,Arun Verma,21.0,91774.0,Bangalore,Marketing,17.0,1.39,2010.0,True
305.0,Sneha Verma,52.0,,Delhi,IT,4.0,1.97,2015.0,True
,Ajay Singh,34.0,31637.0,Delhi,Marketing,12.0,1.05,2005.0,False
307.0,Suresh Das,45.0,42415.0,Bangalore,HR,3.0,,,True
308.0,,47.0,,Delhi,Sales,16.0,2.21,2017.0,False
309.0,Anjali Das,46.0,78243.0,Chennai,IT,2.0,3.39,2017.0,False
310.0,Neha Kumar,23.0,61240.0,,,16.0,2.19,,False
311.0,Rahul Verma,52.0,103807.0,Hyderabad,IT,10.0,2.2,2006.0,False
,Suresh Singh,,53434.0,Delhi,Finance,19.0,,2013.0,False
313.0,Ajay Kumar,54.0,89724.0,Mumbai,IT,,1.19,2012.0,False
314.0,Manoj Verma,41.0,95697.0,Chennai,Marketing,1.0,4.61,2011.0,True
315.0,Sneha Iyer,46.0,48732.0,Mumbai,Marketing,19.0,4.41,2008.0,True
316.0,Kavya Gupta,48.0,31314.0,Mumbai,Marketing,15.0,3.67,2022.0,True
,Sneha Verma,52.0,43954.0,Hyderabad,HR,17.0,,2007.0,
318.0,Manoj Verma,,77108.0,Chennai,Finance,7.0,,2010.0,True
319.0,,38.0,107044.0,Chennai,Marketing,2.0,1.74,2016.0,False
320.0,Meera Kumar,49.0,107505.0,Chennai,HR,8.0,1.32,2016.0,False
321.0,Aishwarya Kumar,40.0,56668.0,Chennai,Finance,19.0,1.96,2012.0,False
322.0,Divya Iyer,50.0,43061.0,Chennai,IT,5.0,4.18,2005.0,True
323.0,Rahul Kumar,20.0,99252.0,Hyderabad,HR,9.0,1.14,2008.0,False
324.0,Arun Iyer,35.0,,Delhi,Sales,9.0,3.33,2015.0,False
325.0,,42.0,36907.0,Mumbai,HR,12.0,4.98,2007.0,True
326.0,Ishita Reddy,59.0,38777.0,Chennai,HR,16.0,4.42,2017.0,True
327.0,Nikhil Reddy,48.0,113229.0,Delhi,Finance,8.0,3.09,2021.0,False
,Meera Sharma,20.0,71745.0,,IT,16.0,1.25,2014.0,False
