id,name,age,salary,city,department,experience_years,rating,joining_year,is_manager
92,Name_92,52,46790,Chennai,Sales,8,1.13,2019,False
93,Name_93,52,45289,Delhi,IT,16,1.25,2015,True
94,Name_94,50,75129,Hyderabad,IT,10,4.63,2023,False
95,Name_95,22,113714,Chennai,Marketing,6,1.56,2022,True
96,Name_96,59,114246,Delhi,Finance,13,3.13,2021,True
97,Name_97,56,35485,Chennai,Finance,18,2.64,2023,True
98,Name_98,58,64482,Hyderabad,Sales,3,2.39,2018,False
99,Name_99,45,106188,Hyderabad,Sales,5,4.6,2022,False
100,Name_100,24,24748,Mumbai,Finance,9,1.09,2023,True
101,Name_101,26,106769,Bangalore,Marketing,6,3.66,2019,True
102,Name_102,25,29435,Chennai,Finance,12,4.85,2019,True
103,Name_103,29,23709,Chennai,Marketing,13,3.24,2008,False
104,Name_104,51,50355,Delhi,Sales,3,4.75,2011,True
105,Name_105,50,75771,Hyderabad,HR,7,1.21,2017,True
106,Name_106,40,77799,Chennai,Sales,4,2.68,2007,True
107,Name_107,41,33116,Hyderabad,Sales,0,2.04,2020,True
108,Name_108,54,45470,Chennai,IT,3,3.92,2013,False
109,Name_109,52,62344,Mumbai,IT,2,4.93,2012,False
110,Name_110,57,62918,Bangalore,IT,8,2.03,2024,True
111,Name_111,39,72224,Chennai,IT,7,3.62,2017,True
112,Name_112,44,59298,Hyderabad,Marketing,0,1.79,2021,False
113,Name_113,52,100219,Mumbai,Finance,5,3.26,2021,False
114,Name_114,18,81629,Chennai,HR,8,2.86,2021,True
115,Name_115,52,86040,Delhi,Sales,6,4.89,2005,False
116,Name_116,54,119518,Bangalore,Marketing,3,3.43,2012,False
117,Name_117,31,119835,Chennai,HR,12,2.4,2023,True
118,Name_118,20,48016,Mumbai,Marketing,16,1.46,2010,False
119,Name_119,18,43960,Delhi,Marketing,1,1.6,2007,False
120,Name_120,22,53591,Mumbai,Sales,4,1.9,2009,True
121,Name_121,43,102848,Mumbai,Finance,11,2.0,2017,True
122,Name_122,31,87641,Delhi,IT,7,4.4,2019,False
123,Name_123,56,56395,Mumbai,Finance,5,3.24,2018,True
124,Name_124,44,42700,Delhi,Sales,7,3.09,2020,False
125,Name_125,26,54620,Chennai,Sales,17,1.46,2022,True
126,Name_126,32,40559,Delhi,Sales,2,4.44,2015,False
127,Name_127,32,113045,Delhi,HR,11,3.89,2007,True
128,Name_128,43,113396,Bangalore,Finance,2,1.27,2014,False
129,Name_129,59,81642,Delhi,Finance,5,3.83,2014,False
130,Name_130,30,96539,Delhi,Marketing,1,3.17,2020,False
131,Name_131,49,41732,Chennai,Marketing,11,1.33,2016,True
132,Name_132,56,111362,Bangalore,Marketing,1,2.83,2006,True
133,Name_133,49,50354,Hyderabad,Sales,5,2.94,2013,False
134,Name_134,21,33843,Chennai,Finance,16,1.66,2007,False
135,Name_135,47,91726,Chennai,Sales,2,4.78,2019,True
136,Name_136,54,37640,Hyderabad,HR,1,4.4,2007,True
137,Name_137,40,72528,Delhi,Marketing,19,3.68,2023,True
138,Name_138,56,58413,Mumbai,Sales,7,2.85,2022,True
139,Name_139,32,72638,Bangalore,Sales,11,2.65,2012,True
140,Name_140,46,72736,Mumbai,HR,3,3.6,2021,True
141,Name_141,53,88866,Hyderabad,IT,4,3.18,2012,False
142,Name_142,30,39087,Chennai,Finance,12,1.25,2011,True
143,Name_143,49,61430,Chennai,IT,14,3.05,2011,False
144,Name_144,24,44504,Bangalore,Marketing,15,4.23,2007,True
145,Name_145,39,27114,Chennai,Sales,9,2.84,2005,True
146,Name_146,45,98859,Chennai,HR,15,1.21,2008,False
147,Name_147,19,119657,Bangalore,HR,11,4.15,2009,False
148,Name_148,59,30975,Bangalore,Finance,16,1.81,2005,True
149,Name_149,23,31023,Hyderabad,IT,15,2.03,2019,False
150,Name_150,45,41447,Chennai,Finance,11,1.66,2009,False
151,Name_151,45,110469,Chennai,Sales,7,2.32,2017,False
152,Name_152,37,43959,Hyderabad,Finance,19,4.03,2012,False
153,Name_153,47,86203,Delhi,HR,2,3.08,2012,True
154,Name_154,28,49703,Delhi,HR,15,1.82,2009,False
155,Name_155,45,29337,Delhi,Marketing,12,4.51,2013,True
156,Name_156,42,66427,Hyderabad,Marketing,18,4.52,2005,True
157,Name_157,56,81529,Chennai,Sales,7,4.48,2008,True
158,Name_158,50,104665,Hyderabad,IT,4,1.96,2007,True
159,Name_159,18,51921,Hyderabad,Finance,19,2.8,2006,False
160,Name_160,44,53307,Delhi,Sales,7,4.94,2012,False
161,Name_161,30,47355,Mumbai,Marketing,11,4.09,2013,True
162,Name_162,58,24835,Chennai,Finance,0,1.11,2006,True
163,Name_163,20,40159,Delhi,Marketing,19,1.26,2018,True
164,Name_164,56,67605,Mumbai,Finance,5,2.86,2018,True
165,Name_165,23,58088,Mumbai,IT,17,4.64,2008,False
166,Name_166,25,98752,Bangalore,Sales,7,3.15,2010,True
167,Name_167,44,75284,Chennai,Finance,6,2.99,2015,False
168,Name_168,26,77043,Mumbai,HR,0,1.42,2007,True
169,Name_169,54,55547,Delhi,HR,15,3.63,2012,True
170,Name_170,50,117007,Bangalore,Finance,11,4.29,2007,True
171,Name_171,59,102844,Chennai,Finance,5,2.52,2018,True
172,Name_172,41,47532,Hyderabad,Finance,19,4.1,2017,False
173,Name_173,32,54349,Delhi,HR,1,4.86,2017,False
174,Name_174,49,65445,Mumbai,HR,13,1.82,2006,False
175,Name_175,49,25713,Mumbai,Finance,3,3.09,2017,True
176,Name_176,41,76178,Delhi,Marketing,0,2.15,2023,True
177,Name_177,58,69407,Mumbai,Marketing,17,4.17,2010,False
178,Name_178,29,90340,Bangalore,IT,12,3.31,2020,False
179,Name_179,56,70990,Chennai,Sales,1,3.54,2006,True
180,Name_180,19,95672,Bangalore,Marketing,8,4.19,2012,True
181,Name_181,20,85545,Mumbai,HR,1,2.58,2021,False
182,Name_182,54,104791,Hyderabad,Marketing,8,4.66,2006,True
183,Name_183,34,78141,Chennai,IT,0,3.13,2014,True
184,Name_184,19,43793,Chennai,IT,10,1.63,2020,False
185,Name_185,19,76570,Delhi,Sales,2,3.78,2010,True
186,Name_186,45,115084,Delhi,Marketing,19,4.17,2006,False
187,Name_187,40,57892,Hyderabad,HR,3,2.27,2006,True
188,Name_188,54,21015,Chennai,HR,17,4.43,2017,False
189,Name_189,49,81813,Hyderabad,Finance,5,4.62,2019,True
190,Name_190,50,47712,Delhi,HR,2,2.11,2006,False
191,Name_191,18,28415,Delhi,Sales,10,4.93,2011,False
192,Name_192,36,82292,Chennai,Sales,14,1.56,2007,False
193,Name_193,19,43833,Bangalore,HR,4,1.81,2012,False
194,Name_194,43,24158,Mumbai,HR,19,1.74,2018,True
195,Name_195,49,82680,Delhi,Finance,9,4.58,2011,True
196,Name_196,23,40309,Delhi,HR,11,3.62,2011,False
197,Name_197,49,26970,Bangalore,Finance,14,1.61,2005,True
198,Name_198,21,92474,Bangalore,Finance,16,2.76,2021,True
199,Name_199,28,106704,Hyderabad,HR,9,3.46,2013,True
200,Name_200,34,66540,Hyderabad,IT,5,1.33,2017,True
201,Name_201,55,40384,Mumbai,IT,17,4.53,2023,True
202,Name_202,41,38017,Mumbai,Finance,12,4.21,2023,False
203,Name_203,22,95880,Chennai,HR,2,3.02,2021,False
204,Name_204,51,28702,Hyderabad,IT,9,4.87,2014,False
205,Name_205,23,20384,Delhi,HR,13,2.67,2014,False
206,Name_206,39,20404,Hyderabad,HR,5,4.94,2008,True
207,Name_207,28,60943,Delhi,HR,2,3.67,2012,True
208,Name_208,33,67926,Bangalore,Marketing,15,3.54,2024,False
209,Name_209,50,49189,Hyderabad,HR,6,1.66,2024,True
210,Name_210,26,32763,Bangalore,Marketing,19,4.53,2022,True
211,Name_211,23,38384,Mumbai,Finance,13,2.71,2018,False
212,Name_212,33,80100,Mumbai,IT,8,1.65,2022,True
213,Name_213,46,118142,Chennai,IT,14,1.05,2018,False
214,Name_214,20,29860,Hyderabad,IT,2,3.24,2024,False
215,Name_215,37,100642,Bangalore,IT,1,3.11,2019,True
216,Name_216,53,70612,Delhi,IT,1,3.88,2008,True
217,Name_217,36,43574,Mumbai,IT,2,4.56,2017,False
218,Name_218,43,43524,Mumbai,IT,17,1.32,2012,False
219,Name_219,20,89172,Delhi,Finance,13,3.93,2022,True
220,Name_220,36,30916,Bangalore,HR,19,1.75,2016,False
221,Name_221,37,24809,Bangalore,Sales,17,4.43,2018,False
222,Name_222,49,52201,Hyderabad,Marketing,9,4.28,2006,False
223,Name_223,24,73330,Hyderabad,Sales,1,3.16,2022,True
224,Name_224,58,33456,Chennai,Sales,0,3.84,2006,False
225,Name_225,50,76397,Mumbai,HR,3,2.26,2015,True
226,Name_226,57,58765,Hyderabad,HR,13,2.88,2013,False
227,Name_227,56,54816,Bangalore,HR,0,4.29,2016,True
228,Name_228,35,65106,Delhi,IT,13,2.84,2021,False
229,Name_229,57,73932,Bangalore,Finance,15,2.43,2019,True
230,Name_230,18,37100,Mumbai,IT,13,2.98,2021,True
231,Name_231,28,77091,Bangalore,Finance,19,4.31,2022,True
232,Name_232,45,41949,Chennai,Finance,2,2.34,2010,False
233,Name_233,42,90080,Mumbai,Sales,2,1.7,2021,False
234,Name_234,40,57744,Delhi,Sales,8,3.85,2022,False
235,Name_235,48,65543,Chennai,Finance,5,4.3,2012,True
236,Name_236,47,112193,Mumbai,Finance,12,1.4,2013,False
237,Name_237,59,56187,Delhi,IT,1,1.96,2010,True
238,Name_238,52,27239,Chennai,IT,7,1.57,2009,False
239,Name_239,24,34489,Chennai,Sales,1,2.39,2016,True
240,Name_240,33,78017,Mumbai,HR,3,2.8,2015,True
241,Name_241,43,81877,Hyderabad,Finance,14,4.0,2005,True
242,Name_242,19,63125,Chennai,IT,3,3.6,2015,False
243,Name_243,18,69922,Chennai,Sales,12,3.48,2023,False
244,Name_244,29,114074,Delhi,IT,11,2.41,2013,False
245,Name_245,22,52049,Bangalore,Finance,12,4.37,2006,True
246,Name_246,54,57131,Mumbai,Finance,13,2.89,2016,True
247,Name_247,49,62944,Mumbai,Marketing,19,4.92,2008,False
248,Name_248,26,93963,Hyderabad,HR,17,3.54,2008,False
249,Name_249,58,44285,Hyderabad,Marketing,5,1.51,2022,False
250,Name_250,52,57626,Mumbai,Sales,10,3.7,2019,True
251,Name_251,36,62808,Hyderabad,IT,1,2.3,2023,True
252,Name_252,33,108464,Delhi,Sales,18,3.75,2017,True
253,Name_253,20,73871,Mumbai,Finance,18,1.28,2023,True
254,Name_254,37,39198,Hyderabad,Marketing,4,1.7,2021,True
255,Name_255,41,39758,Mumbai,Marketing,18,4.42,2010,False
256,Name_256,50,35254,Bangalore,Marketing,1,1.91,2020,True
257,Name_257,41,64238,Chennai,Sales,9,4.35,2016,True
258,Name_258,28,21252,Mumbai,Finance,1,2.12,2023,True
259,Name_259,25,59764,Chennai,IT,10,3.57,2009,True
260,Name_260,53,97709,Hyderabad,IT,17,3.78,2021,True
261,Name_261,55,57441,Chennai,Sales,14,3.05,2005,False
262,Name_262,57,112234,Mumbai,Marketing,8,2.22,2014,True
263,Name_263,37,73682,Bangalore,HR,18,1.85,2019,True
264,Name_264,52,79494,Hyderabad,Sales,8,1.13,2015,True
265,Name_265,42,101317,Mumbai,Sales,2,2.22,2017,False
266,Name_266,52,85215,Hyderabad,Finance,8,3.61,2009,False
267,Name_267,42,98587,Delhi,IT,13,4.75,2005,False
268,Name_268,46,26949,Chennai,Sales,18,4.48,2016,True
269,Name_269,35,75393,Delhi,Sales,6,4.06,2015,False
270,Name_270,35,93553,Mumbai,Marketing,15,4.15,2021,True
271,Name_271,19,26941,Bangalore,Marketing,15,3.66,2008,True
272,Name_272,52,45934,Hyderabad,HR,0,2.04,2019,False
273,Name_273,33,43386,Chennai,Finance,3,4.63,2013,True
274,Name_274,58,81886,Hyderabad,HR,3,3.68,2024,True
275,Name_275,53,95745,Mumbai,Marketing,6,3.24,2023,True
276,Name_276,50,103251,Hyderabad,IT,7,1.44,2023,False
277,Name_277,21,114456,Chennai,Marketing,16,2.79,2016,True
278,Name_278,50,73413,Mumbai,Finance,4,2.84,2009,True
279,Name_279,31,76800,Hyderabad,Marketing,6,4.46,2014,False
280,Name_280,38,117239,Bangalore,Finance,19,3.19,2021,True
281,Name_281,37,62318,Mumbai,Finance,19,2.52,2009,True
282,Name_282,25,90173,Mumbai,Finance,3,4.91,2020,False
283,Name_283,24,90390,Bangalore,Finance,5,1.44,2011,True
284,Name_284,20,72329,Delhi,Finance,6,2.69,2013,True
285,Name_285,34,63088,Chennai,IT,17,1.17,2007,True
286,Name_286,50,59811,Delhi,HR,4,3.96,2019,True
287,Name_287,29,75479,Hyderabad,Sales,19,4.67,2020,True
288,Name_288,39,105392,Bangalore,HR,2,2.12,2022,False
289,Name_289,39,107369,Delhi,Finance,6,4.43,2018,False
290,Name_290,47,39963,Mumbai,IT,13,2.17,2007,False
291,Name_291,55,75123,Hyderabad,Marketing,6,4.64,2016,False
292,Name_292,55,112705,Hyderabad,IT,4,4.02,2013,True
293,Name_293,25,93477,Delhi,Finance,4,4.22,2011,True
294,Name_294,44,34388,Delhi,IT,1,1.07,2013,True
295,Name_295,44,25569,Bangalore,IT,5,4.85,2017,True
296,Name_296,51,89836,Chennai,Finance,14,3.91,2022,True
297,Name_297,38,56586,Delhi,IT,9,2.22,2009,False
298,Name_298,47,32015,Delhi,Sales,6,4.32,2017,False
299,Name_299,50,65002,Mumbai,Sales,4,2.13,2008,True
300,Name_300,45,26254,Hyderabad,IT,0,4.49,2006,True
301,Name_301,50,37144,Chennai,Marketing,12,1.45,2020,True
302,Name_302,22,44214,Mumbai,Finance,17,3.81,2013,False
303,Name_303,36,100719,Bangalore,Sales,12,3.16,2013,True
304,Name_304,21,91774,Bangalore,Marketing,17,1.39,2010,True
305,Name_305,52,26090,Delhi,IT,4,1.97,2015,True
306,Name_306,34,31637,Delhi,Marketing,12,1.05,2005,False
307,Name_307,45,42415,Bangalore,HR,3,2.88,2008,True
308,Name_308,47,44071,Delhi,Sales,16,2.21,2017,False
309,Name_309,46,78243,Chennai,IT,2,3.39,2017,False
310,Name_310,23,61240,Delhi,Finance,16,2.19,2017,False
311,Name_311,52,103807,Hyderabad,IT,10,2.2,2006,False
312,Name_312,58,53434,Delhi,Finance,19,3.97,2013,False
313,Name_313,54,89724,Mumbai,IT,3,1.19,2012,False
314,Name_314,41,95697,Chennai,Marketing,1,4.61,2011,True
315,Name_315,46,48732,Mumbai,Marketing,19,4.41,2008,True
316,Name_316,48,31314,Mumbai,Marketing,15,3.67,2022,True
317,Name_317,52,43954,Hyderabad,HR,17,3.37,2007,False
318,Name_318,50,77108,Chennai,Finance,7,4.57,2010,True
319,Name_319,38,107044,Chennai,Marketing,2,1.74,2016,False
320,Name_320,49,107505,Chennai,HR,8,1.32,2016,False
321,Name_321,40,56668,Chennai,Finance,19,1.96,2012,False
322,Name_322,50,43061,Chennai,IT,5,4.18,2005,True
323,Name_323,20,99252,Hyderabad,HR,9,1.14,2008,False
324,Name_324,35,59749,Delhi,Sales,9,3.33,2015,False
325,Name_325,42,36907,Mumbai,HR,12,4.98,2007,True
326,Name_326,59,38777,Chennai,HR,16,4.42,2017,True
327,Name_327,48,113229,Delhi,Finance,8,3.09,2021,False
328,Name_328,20,71745,Delhi,IT,16,1.25,2014,False
329,Name_329,57,111865,Mumbai,Sales,8,4.33,2016,True
330,Name_330,41,101818,Hyderabad,Marketing,8,3.4,2019,True
331,Name_331,49,43624,Bangalore,Marketing,0,1.46,2014,True
332,Name_332,39,43321,Bangalore,HR,1,1.38,2018,False
333,Name_333,40,30488,Delhi,Finance,15,4.64,2017,True
334,Name_334,19,42574,Mumbai,Finance,0,3.68,2009,True
335,Name_335,44,25240,Bangalore,Marketing,9,4.32,2010,True
336,Name_336,59,63221,Delhi,Sales,17,4.52,2006,False
337,Name_337,19,30478,Hyderabad,IT,7,3.29,2021,True
338,Name_338,43,75645,Bangalore,Sales,10,3.07,2008,True
339,Name_339,34,39262,Delhi,IT,1,2.72,2018,True
340,Name_340,57,72796,Delhi,Marketing,7,2.27,2014,True
341,Name_341,50,24432,Chennai,IT,7,2.74,2007,True
342,Name_342,26,115257,Hyderabad,Finance,16,4.1,2007,False
343,Name_343,56,84291,Chennai,HR,14,3.41,2019,False
344,Name_344,46,99104,Mumbai,HR,16,4.57,2010,False
345,Name_345,59,79399,Chennai,Marketing,12,2.77,2021,True
346,Name_346,43,99714,Chennai,Finance,18,3.43,2016,False
347,Name_347,52,70428,Bangalore,Sales,4,3.53,2024,False
348,Name_348,42,107731,Delhi,Finance,11,3.37,2015,False
349,Name_349,41,20302,Hyderabad,HR,0,3.81,2008,True
350,Name_350,30,102558,Chennai,HR,4,1.95,2010,True
351,Name_351,24,20055,Hyderabad,Finance,7,3.05,2005,False
352,Name_352,53,28717,Chennai,Finance,12,1.42,2024,False
353,Name_353,37,48699,Mumbai,HR,7,2.54,2020,True
354,Name_354,18,93686,Chennai,Sales,10,2.95,2019,True
355,Name_355,25,87661,Bangalore,Marketing,0,3.61,2021,False
356,Name_356,33,64247,Delhi,Marketing,12,4.8,2012,True
357,Name_357,31,36748,Mumbai,Finance,18,3.4,2016,False
358,Name_358,29,24621,Chennai,Marketing,2,3.97,2014,True
359,Name_359,40,35034,Hyderabad,HR,16,3.03,2019,False
360,Name_360,32,25126,Mumbai,HR,4,3.54,2013,False
361,Name_361,45,25122,Mumbai,Finance,19,1.28,2006,True
362,Name_362,51,38030,Chennai,Finance,7,2.02,2009,False
363,Name_363,19,102838,Mumbai,Finance,13,2.45,2010,False
364,Name_364,49,104717,Hyderabad,Sales,3,2.89,2011,False
365,Name_365,40,75658,Mumbai,Marketing,10,1.18,2005,True
366,Name_366,39,58638,Hyderabad,Finance,19,1.56,2011,True
367,Name_367,42,87067,Chennai,IT,14,2.11,2024,True
368,Name_368,39,108869,Delhi,IT,18,4.89,2016,False
369,Name_369,39,54674,Mumbai,HR,6,2.33,2020,True
370,Name_370,59,55854,Delhi,Marketing,18,2.93,2020,False
371,Name_371,23,66271,Hyderabad,Finance,18,1.78,2015,False
372,Name_372,32,93688,Mumbai,IT,10,3.44,2008,True
373,Name_373,54,58518,Bangalore,Marketing,4,2.12,2017,True
374,Name_374,50,30267,Delhi,HR,4,1.83,2011,False
375,Name_375,25,110825,Mumbai,Sales,7,3.07,2008,False
376,Name_376,22,21062,Delhi,Marketing,9,1.02,2019,True
377,Name_377,56,70448,Mumbai,Marketing,5,1.03,2023,True
378,Name_378,21,115462,Chennai,Sales,14,1.88,2013,True
379,Name_379,23,26229,Delhi,Marketing,15,1.15,2015,False
380,Name_380,49,76793,Bangalore,HR,16,1.43,2012,False
381,Name_381,47,67915,Bangalore,HR,7,2.36,2005,False
382,Name_382,52,24632,Hyderabad,Sales,7,4.21,2012,False
383,Name_383,57,23596,Mumbai,Finance,8,3.29,2017,False
384,Name_384,33,26168,Delhi,IT,1,3.05,2008,True
385,Name_385,30,27561,Hyderabad,Finance,14,2.17,2012,True
386,Name_386,59,93794,Delhi,Marketing,17,4.73,2007,False
387,Name_387,47,102152,Mumbai,IT,2,2.59,2013,False
388,Name_388,36,46734,Bangalore,Sales,16,1.35,2006,True
389,Name_389,34,26371,Chennai,Sales,3,3.47,2006,True
390,Name_390,36,46069,Bangalore,IT,3,1.46,2017,True
391,Name_391,45,99905,Hyderabad,HR,13,2.38,2019,True
392,Name_392,43,32910,Chennai,IT,8,3.03,2016,False
393,Name_393,54,93479,Hyderabad,Marketing,8,4.5,2008,True
394,Name_394,43,97735,Mumbai,HR,17,2.97,2012,False
395,Name_395,40,101264,Chennai,Sales,9,3.81,2013,True
396,Name_396,26,43275,Hyderabad,IT,3,4.97,2009,True
397,Name_397,29,92274,Mumbai,Finance,11,1.53,2024,True
398,Name_398,18,101449,Bangalore,Finance,7,2.1,2022,False
399,Name_399,18,80004,Mumbai,Marketing,1,2.58,2015,False
400,Name_400,51,82981,Delhi,Finance,12,2.69,2019,True
401,Name_401,49,104659,Mumbai,IT,15,2.64,2013,False
402,Name_402,42,74553,Mumbai,IT,1,4.63,2021,False
403,Name_403,57,68447,Delhi,Finance,10,3.86,2016,True
404,Name_404,18,54529,Hyderabad,IT,9,3.43,2011,True
405,Name_405,33,95703,Hyderabad,Marketing,14,2.24,2014,False
406,Name_406,56,96090,Mumbai,HR,16,4.3,2014,False
407,Name_407,22,37260,Delhi,Marketing,7,4.82,2017,False
408,Name_408,39,23812,Delhi,Marketing,17,4.28,2023,True
409,Name_409,46,48024,Bangalore,IT,8,1.01,2015,True
410,Name_410,20,78656,Hyderabad,HR,7,3.55,2017,False
411,Name_411,29,47285,Chennai,IT,13,1.2,2012,True
412,Name_412,43,112436,Hyderabad,Sales,17,2.03,2012,True
413,Name_413,33,21605,Hyderabad,IT,19,1.24,2008,False
414,Name_414,54,91158,Bangalore,IT,19,3.42,2019,False
415,Name_415,39,92303,Chennai,IT,11,3.75,2015,True
416,Name_416,46,47139,Bangalore,HR,18,1.46,2015,True
417,Name_417,31,97149,Chennai,IT,13,2.54,2005,False
418,Name_418,45,76138,Mumbai,HR,16,2.82,2021,True
419,Name_419,22,96125,Chennai,Finance,2,2.48,2019,True
420,Name_420,47,33918,Bangalore,Sales,6,1.48,2024,False
421,Name_421,22,105655,Hyderabad,HR,16,2.68,2010,False
422,Name_422,29,47446,Chennai,Finance,11,4.0,2019,True
423,Name_423,33,33046,Chennai,HR,8,1.28,2013,True
424,Name_424,43,44818,Delhi,HR,14,1.32,2018,True
425,Name_425,43,24324,Hyderabad,Sales,17,2.42,2022,False
426,Name_426,38,96323,Mumbai,Marketing,12,4.77,2021,True
427,Name_427,56,29111,Bangalore,Marketing,7,3.67,2022,True
